player_id,name,captain_count,captain_pct
2476,Braut Brunes,448,44.8%
765,Imaz,206,20.6%
2205,Pululu,148,14.8%
2406,Chłań,74,7.4%
166,Janicki,24,2.4%
480,Nowak,22,2.2%
2389,Diaby-Fadiga,16,1.6%
1475,Ishak,13,1.3%
1192,Janža,12,1.2%
395,Kubicki,4,0.4%
1168,Makuch,4,0.4%
1770,Pieńko,3,0.3%
2794,Sadílek,3,0.3%
979,Repka,3,0.3%
2234,Gholizadeh,3,0.3%
2759,Markovic,2,0.2%
2671,Czubak,2,0.2%
1341,Tudor,1,0.1%
1540,Wojtuszek,1,0.1%
2287,Zych,1,0.1%
2659,Łubik,1,0.1%
2737,Bulat,1,0.1%
2698,Bengtsson,1,0.1%
1928,Svarnas,1,0.1%
1464,Szmyt,1,0.1%
1853,Racovițan,1,0.1%
1539,López,1,0.1%
2526,Liseth,1,0.1%
1719,Ameyaw,1,0.1%
2477,Reguła,1,0.1%
