player_id,name,team,position,total_points,price,points_per_price,popularity_pct,stats_url,form,xg_per90,shots_per90,shots_on_target_per90,key_passes_per90,crosses_per90,crosses_accurate_per90
480,Bartosz Nowak,GKS Katowice,Pomocnik,79,2.7,29.26,72%,https://fantasy.ekstraklasa.org/player/480,"[{'r': 27, 'pts': 8, 'p': True}, {'r': 28, 'pts': 2, 'p': True}, {'r': 29, 'pts': 8, 'p': True}, {'r': 30, 'pts': 2, 'p': True}, {'r': 31, 'pts': 0, 'p': False}]",,,,,,
2234,Ali Gholizadeh,Lech Poznań,Pomocnik,76,2.6,29.23,57%,https://fantasy.ekstraklasa.org/player/2234,"[{'r': 27, 'pts': 3, 'p': True}, {'r': 28, 'pts': 5, 'p': True}, {'r': 29, 'pts': 6, 'p': True}, {'r': 30, 'pts': 10, 'p': True}, {'r': 31, 'pts': 0, 'p': False}]",,,,,,
2205,Afimico Pululu,Jagiellonia Białystok,Napastnik,63,2.5,25.2,44%,https://fantasy.ekstraklasa.org/player/2205,"[{'r': 26, 'pts': 1, 'p': True}, {'r': 27, 'pts': 1, 'p': True}, {'r': 28, 'pts': 6, 'p': True}, {'r': 29, 'pts': 10, 'p': True}, {'r': 30, 'pts': 5, 'p': True}]",,,,,,
2423,Mbaye N'Diaye,Motor Lublin,Pomocnik,62,2.1,29.52,36%,https://fantasy.ekstraklasa.org/player/2423,"[{'r': 27, 'pts': 2, 'p': True}, {'r': 28, 'pts': 7, 'p': True}, {'r': 29, 'pts': 2, 'p': True}, {'r': 30, 'pts': 2, 'p': True}, {'r': 31, 'pts': 0, 'p': False}]",,,,,,
951,Arkadiusz Jędrych,GKS Katowice,Obrońca,60,2.0,30.0,45%,https://fantasy.ekstraklasa.org/player/951,"[{'r': 27, 'pts': 6, 'p': True}, {'r': 28, 'pts': -3, 'p': True}, {'r': 29, 'pts': 2, 'p': True}, {'r': 30, 'pts': 9, 'p': True}, {'r': 31, 'pts': 0, 'p': False}]",,,,,,
765,Jesús Imaz,Jagiellonia Białystok,Pomocnik,57,4.2,13.57,17%,https://fantasy.ekstraklasa.org/player/765,"[{'r': 26, 'pts': 2, 'p': True}, {'r': 27, 'pts': 3, 'p': True}, {'r': 28, 'pts': 2, 'p': True}, {'r': 29, 'pts': 15, 'p': True}, {'r': 30, 'pts': 2, 'p': True}]",,,,,,
1010,Jorge Félix Garcia,Piast Gliwice,Pomocnik,57,1.9,30.0,13%,https://fantasy.ekstraklasa.org/player/1010,"[{'r': 27, 'pts': 2, 'p': True}, {'r': 28, 'pts': 2, 'p': True}, {'r': 29, 'pts': 2, 'p': True}, {'r': 30, 'pts': 5, 'p': True}, {'r': 31, 'pts': 2, 'p': True}]",,,,,,
1475,Mikael Ishak,Lech Poznań,Napastnik,55,4.1,13.41,29%,https://fantasy.ekstraklasa.org/player/1475,"[{'r': 27, 'pts': 2, 'p': True}, {'r': 28, 'pts': 2, 'p': True}, {'r': 29, 'pts': 3, 'p': True}, {'r': 30, 'pts': 12, 'p': True}, {'r': 31, 'pts': 0, 'p': False}]",,,,,,
2123,Michał Gurgul,Lech Poznań,Obrońca,55,1.9,28.95,31%,https://fantasy.ekstraklasa.org/player/2123,"[{'r': 27, 'pts': 5, 'p': True}, {'r': 28, 'pts': 0, 'p': True}, {'r': 29, 'pts': 3, 'p': True}, {'r': 30, 'pts': 17, 'p': True}, {'r': 31, 'pts': 0, 'p': False}]",,,,,,
2780,Aleksandar Ćirković,Lechia Gdańsk,Pomocnik,55,2.0,27.5,21%,https://fantasy.ekstraklasa.org/player/2780,"[{'r': 27, 'pts': 9, 'p': True}, {'r': 28, 'pts': 2, 'p': True}, {'r': 29, 'pts': 2, 'p': True}, {'r': 30, 'pts': 2, 'p': True}, {'r': 31, 'pts': 0, 'p': False}]",,,,,,
2679,Paul Mukairu,Pogoń Szczecin,Pomocnik,54,2.1,25.71,10%,https://fantasy.ekstraklasa.org/player/2679,"[{'r': 27, 'pts': 2, 'p': True}, {'r': 28, 'pts': 9, 'p': True}, {'r': 29, 'pts': 7, 'p': True}, {'r': 30, 'pts': 2, 'p': True}, {'r': 31, 'pts': 0, 'p': False}]",,,,,,
2698,Leo Bengtsson,Lech Poznań,Pomocnik,54,2.2,24.55,8%,https://fantasy.ekstraklasa.org/player/2698,"[{'r': 27, 'pts': 3, 'p': True}, {'r': 28, 'pts': 2, 'p': True}, {'r': 29, 'pts': 0, 'p': False}, {'r': 30, 'pts': 4, 'p': True}, {'r': 31, 'pts': 0, 'p': False}]",,,,,,
2476,Jonatan Braut Brunes,Raków Częstochowa,Napastnik,53,2.7,19.63,27%,https://fantasy.ekstraklasa.org/player/2476,"[{'r': 26, 'pts': 2, 'p': True}, {'r': 27, 'pts': 2, 'p': True}, {'r': 28, 'pts': 8, 'p': True}, {'r': 29, 'pts': 7, 'p': True}, {'r': 30, 'pts': 7, 'p': True}]",,,,,,
992,Przemysław Wiśniewski,Widzew Łódź,Obrońca,52,2.2,23.64,9%,https://fantasy.ekstraklasa.org/player/992,"[{'r': 27, 'pts': 2, 'p': True}, {'r': 28, 'pts': 5, 'p': True}, {'r': 29, 'pts': 1, 'p': True}, {'r': 30, 'pts': 11, 'p': True}, {'r': 31, 'pts': 5, 'p': True}]",,,,,,
994,Lukas Klemenz,GKS Katowice,Obrońca,52,2.0,26.0,15%,https://fantasy.ekstraklasa.org/player/994,"[{'r': 27, 'pts': 13, 'p': True}, {'r': 28, 'pts': 0, 'p': False}, {'r': 29, 'pts': 1, 'p': True}, {'r': 30, 'pts': 0, 'p': False}, {'r': 31, 'pts': 0, 'p': False}]",,,,,,
2281,Sebastian Kerk,Arka Gdynia,Pomocnik,52,2.1,24.76,5%,https://fantasy.ekstraklasa.org/player/2281,"[{'r': 26, 'pts': 2, 'p': True}, {'r': 27, 'pts': 9, 'p': True}, {'r': 28, 'pts': 5, 'p': True}, {'r': 29, 'pts': 2, 'p': True}, {'r': 30, 'pts': 2, 'p': True}]",,,,,,
2424,Bartosz Wolski,Motor Lublin,Pomocnik,51,1.9,26.84,6%,https://fantasy.ekstraklasa.org/player/2424,"[{'r': 27, 'pts': 2, 'p': True}, {'r': 28, 'pts': 2, 'p': True}, {'r': 29, 'pts': 7, 'p': True}, {'r': 30, 'pts': 2, 'p': True}, {'r': 31, 'pts': 0, 'p': False}]",,,,,,
2671,Karol Czubak,Motor Lublin,Napastnik,51,2.9,17.59,40%,https://fantasy.ekstraklasa.org/player/2671,"[{'r': 27, 'pts': 6, 'p': True}, {'r': 28, 'pts': 2, 'p': True}, {'r': 29, 'pts': 3, 'p': True}, {'r': 30, 'pts': 2, 'p': True}, {'r': 31, 'pts': 0, 'p': False}]",,,,,,
2747,Hugo Vallejo,Piast Gliwice,Pomocnik,50,1.8,27.78,4%,https://fantasy.ekstraklasa.org/player/2747,"[{'r': 27, 'pts': 2, 'p': True}, {'r': 28, 'pts': -1, 'p': True}, {'r': 29, 'pts': 1, 'p': True}, {'r': 30, 'pts': 7, 'p': True}, {'r': 31, 'pts': 1, 'p': True}]",,,,,,
184,Rafał Wolski,Radomiak Radom,Pomocnik,49,2.2,22.27,6%,https://fantasy.ekstraklasa.org/player/184,"[{'r': 27, 'pts': 7, 'p': True}, {'r': 28, 'pts': 2, 'p': True}, {'r': 29, 'pts': 2, 'p': True}, {'r': 30, 'pts': 7, 'p': True}, {'r': 31, 'pts': 0, 'p': False}]",,,,,,
1757,Bartosz Mrozek,Lech Poznań,Bramkarz,49,2.1,23.33,20%,https://fantasy.ekstraklasa.org/player/1757,"[{'r': 27, 'pts': 6, 'p': True}, {'r': 28, 'pts': 1, 'p': True}, {'r': 29, 'pts': 0, 'p': False}, {'r': 30, 'pts': 6, 'p': True}, {'r': 31, 'pts': 0, 'p': False}]",,,,,,
2280,Fredrik Ulvestad,Pogoń Szczecin,Pomocnik,49,2.1,23.33,4%,https://fantasy.ekstraklasa.org/player/2280,"[{'r': 27, 'pts': 2, 'p': True}, {'r': 28, 'pts': 9, 'p': True}, {'r': 29, 'pts': 2, 'p': True}, {'r': 30, 'pts': 2, 'p': True}, {'r': 31, 'pts': 0, 'p': False}]",,,,,,
2163,Marcel Pięczek,Korona Kielce,Obrońca,48,1.8,26.67,4%,https://fantasy.ekstraklasa.org/player/2163,"[{'r': 27, 'pts': 0, 'p': True}, {'r': 28, 'pts': 2, 'p': True}, {'r': 29, 'pts': 2, 'p': True}, {'r': 30, 'pts': 8, 'p': True}, {'r': 31, 'pts': 2, 'p': True}]",,,,,,
130,Jasmin Burić,Zagłębie Lubin,Bramkarz,47,1.8,26.11,23%,https://fantasy.ekstraklasa.org/player/130,"[{'r': 27, 'pts': 0, 'p': True}, {'r': 28, 'pts': 5, 'p': True}, {'r': 29, 'pts': 1, 'p': True}, {'r': 30, 'pts': 3, 'p': True}, {'r': 31, 'pts': 0, 'p': False}]",,,,,,
166,Rafał Janicki,Górnik Zabrze,Obrońca,47,1.9,24.74,5%,https://fantasy.ekstraklasa.org/player/166,"[{'r': 26, 'pts': 5, 'p': True}, {'r': 27, 'pts': 6, 'p': True}, {'r': 28, 'pts': 0, 'p': True}, {'r': 29, 'pts': 13, 'p': True}, {'r': 30, 'pts': 9, 'p': True}]",,,,,,
563,Marcin Wasielewski,GKS Katowice,Obrońca,47,1.9,24.74,17%,https://fantasy.ekstraklasa.org/player/563,"[{'r': 27, 'pts': 5, 'p': True}, {'r': 28, 'pts': 0, 'p': True}, {'r': 29, 'pts': 6, 'p': True}, {'r': 30, 'pts': 2, 'p': True}, {'r': 31, 'pts': 0, 'p': False}]",,,,,,
827,Mateusz Grzybek,Zagłębie Lubin,Obrońca,47,1.7,27.65,23%,https://fantasy.ekstraklasa.org/player/827,"[{'r': 27, 'pts': 0, 'p': False}, {'r': 28, 'pts': 2, 'p': True}, {'r': 29, 'pts': 1, 'p': True}, {'r': 30, 'pts': 1, 'p': True}, {'r': 31, 'pts': 0, 'p': False}]",,,,,,
2481,Ajdin Hasić,Cracovia,Pomocnik,47,2.1,22.38,6%,https://fantasy.ekstraklasa.org/player/2481,"[{'r': 27, 'pts': 2, 'p': True}, {'r': 28, 'pts': 5, 'p': True}, {'r': 29, 'pts': 2, 'p': True}, {'r': 30, 'pts': 2, 'p': True}, {'r': 31, 'pts': 0, 'p': False}]",,,,,,
2410,Iwan Żelizko,Lechia Gdańsk,Pomocnik,46,1.9,24.21,2%,https://fantasy.ekstraklasa.org/player/2410,"[{'r': 27, 'pts': 3, 'p': True}, {'r': 28, 'pts': 1, 'p': True}, {'r': 29, 'pts': 7, 'p': True}, {'r': 30, 'pts': 2, 'p': True}, {'r': 31, 'pts': 0, 'p': False}]",,,,,,
2719,Leandro Sanca,Piast Gliwice,Pomocnik,46,1.8,25.56,1%,https://fantasy.ekstraklasa.org/player/2719,"[{'r': 27, 'pts': 1, 'p': True}, {'r': 28, 'pts': 1, 'p': True}, {'r': 29, 'pts': 2, 'p': True}, {'r': 30, 'pts': 6, 'p': True}, {'r': 31, 'pts': 2, 'p': True}]",,,,,,
303,Mariusz Stępiński,Korona Kielce,Napastnik,45,2.1,21.43,32%,https://fantasy.ekstraklasa.org/player/303,"[{'r': 27, 'pts': 2, 'p': True}, {'r': 28, 'pts': 2, 'p': True}, {'r': 29, 'pts': 2, 'p': True}, {'r': 30, 'pts': 2, 'p': True}, {'r': 31, 'pts': 2, 'p': True}]",,,,,,
1280,Damian Michalski,Zagłębie Lubin,Obrońca,45,1.8,25.0,11%,https://fantasy.ekstraklasa.org/player/1280,"[{'r': 27, 'pts': 0, 'p': True}, {'r': 28, 'pts': 6, 'p': True}, {'r': 29, 'pts': 2, 'p': True}, {'r': 30, 'pts': 1, 'p': True}, {'r': 31, 'pts': 0, 'p': False}]",,,,,,
2406,Maksym Chłań,Górnik Zabrze,Pomocnik,45,2.0,22.5,7%,https://fantasy.ekstraklasa.org/player/2406,"[{'r': 26, 'pts': 3, 'p': True}, {'r': 27, 'pts': 7, 'p': True}, {'r': 28, 'pts': 1, 'p': True}, {'r': 29, 'pts': 4, 'p': True}, {'r': 30, 'pts': 6, 'p': True}]",,,,,,
2801,Bartłomiej Drągowski,Widzew Łódź,Bramkarz,45,1.8,25.0,7%,https://fantasy.ekstraklasa.org/player/2801,"[{'r': 27, 'pts': 1, 'p': True}, {'r': 28, 'pts': 6, 'p': True}, {'r': 29, 'pts': 2, 'p': True}, {'r': 30, 'pts': 6, 'p': True}, {'r': 31, 'pts': 5, 'p': True}]",,,,,,
2817,Emil Kornvig,Widzew Łódź,Pomocnik,45,2.3,19.57,7%,https://fantasy.ekstraklasa.org/player/2817,"[{'r': 27, 'pts': 2, 'p': True}, {'r': 28, 'pts': 4, 'p': True}, {'r': 29, 'pts': 2, 'p': True}, {'r': 30, 'pts': 4, 'p': True}, {'r': 31, 'pts': 3, 'p': True}]",,,,,,
633,Mateusz Wdowiak,GKS Katowice,Pomocnik,44,1.8,24.44,3%,https://fantasy.ekstraklasa.org/player/633,"[{'r': 27, 'pts': 4, 'p': True}, {'r': 28, 'pts': 1, 'p': True}, {'r': 29, 'pts': 2, 'p': True}, {'r': 30, 'pts': 1, 'p': True}, {'r': 31, 'pts': 0, 'p': False}]",,,,,,
774,Sebastian Bergier,Widzew Łódź,Napastnik,44,2.3,19.13,17%,https://fantasy.ekstraklasa.org/player/774,"[{'r': 27, 'pts': 4, 'p': True}, {'r': 28, 'pts': 7, 'p': True}, {'r': 29, 'pts': 2, 'p': True}, {'r': 30, 'pts': 6, 'p': True}, {'r': 31, 'pts': 2, 'p': True}]",,,,,,
2659,Marcel Łubik,Górnik Zabrze,Bramkarz,44,1.9,23.16,6%,https://fantasy.ekstraklasa.org/player/2659,"[{'r': 26, 'pts': 5, 'p': True}, {'r': 27, 'pts': 7, 'p': True}, {'r': 28, 'pts': 2, 'p': True}, {'r': 29, 'pts': 7, 'p': True}, {'r': 30, 'pts': 5, 'p': True}]",,,,,,
2794,Lukáš Sadílek,Górnik Zabrze,Pomocnik,44,1.8,24.44,2%,https://fantasy.ekstraklasa.org/player/2794,"[{'r': 26, 'pts': 2, 'p': True}, {'r': 27, 'pts': 9, 'p': True}, {'r': 28, 'pts': 1, 'p': True}, {'r': 29, 'pts': 2, 'p': True}, {'r': 30, 'pts': 2, 'p': True}]",,,,,,
1192,Erik Janža,Górnik Zabrze,Obrońca,43,2.2,19.55,23%,https://fantasy.ekstraklasa.org/player/1192,"[{'r': 26, 'pts': 5, 'p': True}, {'r': 27, 'pts': 6, 'p': True}, {'r': 28, 'pts': 2, 'p': True}, {'r': 29, 'pts': 3, 'p': True}, {'r': 30, 'pts': 0, 'p': False}]",,,,,,
1435,Rafał Strączek,GKS Katowice,Bramkarz,43,1.9,22.63,5%,https://fantasy.ekstraklasa.org/player/1435,"[{'r': 27, 'pts': 7, 'p': True}, {'r': 28, 'pts': 1, 'p': True}, {'r': 29, 'pts': 0, 'p': False}, {'r': 30, 'pts': 0, 'p': False}, {'r': 31, 'pts': 0, 'p': False}]",,,,,,
1795,Sławomir Abramowicz,Jagiellonia Białystok,Bramkarz,43,1.9,22.63,14%,https://fantasy.ekstraklasa.org/player/1795,"[{'r': 26, 'pts': 1, 'p': True}, {'r': 27, 'pts': 7, 'p': True}, {'r': 28, 'pts': 3, 'p': True}, {'r': 29, 'pts': 8, 'p': True}, {'r': 30, 'pts': 2, 'p': True}]",,,,,,
2603,Oscar Kubiak,Arka Gdynia,Pomocnik,43,1.4,30.71,7%,https://fantasy.ekstraklasa.org/player/2603,"[{'r': 26, 'pts': 2, 'p': True}, {'r': 27, 'pts': 9, 'p': True}, {'r': 28, 'pts': 8, 'p': True}, {'r': 29, 'pts': 2, 'p': True}, {'r': 30, 'pts': 2, 'p': True}]",,,,,,
632,Wiktor Nowak,Wisła Płock,Pomocnik,42,1.7,24.71,6%,https://fantasy.ekstraklasa.org/player/632,"[{'r': 27, 'pts': 1, 'p': True}, {'r': 28, 'pts': 4, 'p': True}, {'r': 29, 'pts': 8, 'p': True}, {'r': 30, 'pts': 2, 'p': True}, {'r': 31, 'pts': 0, 'p': False}]",,,,,,
860,Wiktor Długosz,Korona Kielce,Obrońca,42,1.8,23.33,21%,https://fantasy.ekstraklasa.org/player/860,"[{'r': 27, 'pts': 0, 'p': True}, {'r': 28, 'pts': 2, 'p': True}, {'r': 29, 'pts': 2, 'p': True}, {'r': 30, 'pts': 1, 'p': True}, {'r': 31, 'pts': 5, 'p': True}]",,,,,,
2286,Valentin Cojocaru,Pogoń Szczecin,Bramkarz,42,1.9,22.11,5%,https://fantasy.ekstraklasa.org/player/2286,"[{'r': 27, 'pts': 2, 'p': True}, {'r': 28, 'pts': 6, 'p': True}, {'r': 29, 'pts': 4, 'p': True}, {'r': 30, 'pts': 3, 'p': True}, {'r': 31, 'pts': 0, 'p': False}]",,,,,,
2287,Oliwier Zych,Raków Częstochowa,Bramkarz,42,1.9,22.11,7%,https://fantasy.ekstraklasa.org/player/2287,"[{'r': 26, 'pts': 2, 'p': True}, {'r': 27, 'pts': 1, 'p': True}, {'r': 28, 'pts': 2, 'p': True}, {'r': 29, 'pts': 5, 'p': True}, {'r': 30, 'pts': 5, 'p': True}]",,,,,,
2477,Marcel Reguła,Zagłębie Lubin,Pomocnik,42,1.9,22.11,12%,https://fantasy.ekstraklasa.org/player/2477,"[{'r': 27, 'pts': 5, 'p': True}, {'r': 28, 'pts': 10, 'p': True}, {'r': 29, 'pts': 2, 'p': True}, {'r': 30, 'pts': 4, 'p': True}, {'r': 31, 'pts': 0, 'p': False}]",,,,,,
2717,Pablo Rodríguez,Lech Poznań,Pomocnik,42,1.9,22.11,3%,https://fantasy.ekstraklasa.org/player/2717,"[{'r': 27, 'pts': 3, 'p': True}, {'r': 28, 'pts': 4, 'p': True}, {'r': 29, 'pts': 2, 'p': True}, {'r': 30, 'pts': 0, 'p': False}, {'r': 31, 'pts': 0, 'p': False}]",,,,,,
791,Dawid Błanik,Korona Kielce,Pomocnik,41,2.2,18.64,3%,https://fantasy.ekstraklasa.org/player/791,"[{'r': 27, 'pts': 7, 'p': True}, {'r': 28, 'pts': 2, 'p': True}, {'r': 29, 'pts': 2, 'p': True}, {'r': 30, 'pts': 5, 'p': True}, {'r': 31, 'pts': 7, 'p': True}]",,,,,,
1400,Xavier Dziekoński,Korona Kielce,Bramkarz,41,1.9,21.58,7%,https://fantasy.ekstraklasa.org/player/1400,"[{'r': 27, 'pts': 0, 'p': True}, {'r': 28, 'pts': 3, 'p': True}, {'r': 29, 'pts': 3, 'p': True}, {'r': 30, 'pts': 3, 'p': True}, {'r': 31, 'pts': 2, 'p': True}]",,,,,,
1632,Antoni Kozubal,Lech Poznań,Pomocnik,41,1.9,21.58,3%,https://fantasy.ekstraklasa.org/player/1632,"[{'r': 27, 'pts': 3, 'p': True}, {'r': 28, 'pts': 2, 'p': True}, {'r': 29, 'pts': 9, 'p': True}, {'r': 30, 'pts': 4, 'p': True}, {'r': 31, 'pts': 0, 'p': False}]",,,,,,
2408,Rifet Kapić,Lechia Gdańsk,Pomocnik,41,1.9,21.58,2%,https://fantasy.ekstraklasa.org/player/2408,"[{'r': 27, 'pts': 8, 'p': True}, {'r': 28, 'pts': 2, 'p': True}, {'r': 29, 'pts': 0, 'p': False}, {'r': 30, 'pts': 2, 'p': True}, {'r': 31, 'pts': 0, 'p': False}]",,,,,,
