player_id,name,captain_count,captain_pct
480,Nowak,341,34.1%
765,Imaz,164,16.4%
2205,Pululu,146,14.6%
2477,Reguła,61,6.1%
2476,Braut Brunes,51,5.1%
2411,Bobček,44,4.4%
2234,Gholizadeh,42,4.2%
2759,Markovic,23,2.3%
2671,Czubak,19,1.9%
1475,Ishak,16,1.6%
774,Bergier,12,1.2%
1010,Félix Garcia,7,0.7%
2733,Palma,7,0.7%
130,Burić,6,0.6%
303,Stępiński,6,0.6%
1280,Michalski,6,0.6%
827,Grzybek,5,0.5%
2577,Ćorluka,5,0.5%
2225,Álvarez,5,0.5%
2780,Ćirković,5,0.5%
2826,Szabó,4,0.4%
791,Błanik,4,0.4%
951,Jędrych,4,0.4%
2423,N&#039;Diaye,4,0.4%
1653,Radwański,3,0.3%
632,Nowak,2,0.2%
1540,Wojtuszek,1,0.1%
1529,Fornalczyk,1,0.1%
1909,Adamski,1,0.1%
2280,Ulvestad,1,0.1%
2481,Hasić,1,0.1%
2708,Rajović,1,0.1%
2110,Mena,1,0.1%
