player_id,name,captain_count,captain_pct
480,Nowak,484,48.4%
2411,Bobček,143,14.3%
2476,Braut Brunes,67,6.7%
2234,Gholizadeh,49,4.9%
2780,Ćirković,44,4.4%
2205,Pululu,34,3.4%
1475,Ishak,33,3.3%
2671,Czubak,27,2.7%
765,Imaz,21,2.1%
2708,Rajović,20,2.0%
951,Jędrych,9,0.9%
2423,N&#039;Diaye,8,0.8%
1319,Wszołek,7,0.7%
774,Bergier,6,0.6%
2759,Markovic,5,0.5%
701,Kun,4,0.4%
2406,Chłań,4,0.4%
1192,Janža,3,0.3%
2225,Álvarez,3,0.3%
2110,Mena,3,0.3%
994,Klemenz,3,0.3%
1880,Szkurin,2,0.2%
2779,Jurić,2,0.2%
2733,Palma,2,0.2%
303,Stępiński,2,0.2%
1757,Mrozek,1,0.1%
1909,Adamski,1,0.1%
632,Nowak,1,0.1%
2526,Liseth,1,0.1%
2698,Bengtsson,1,0.1%
1225,Grzesik,1,0.1%
1712,Pereira,1,0.1%
2481,Hasić,1,0.1%
563,Wasielewski,1,0.1%
2794,Sadílek,1,0.1%
2477,Reguła,1,0.1%
2817,Kornvig,1,0.1%
1010,Félix Garcia,1,0.1%
2281,Kerk,1,0.1%
