player_id,name,captain_count,captain_pct
480,Nowak,245,24.5%
1319,Wszołek,223,22.3%
2431,Vinagre,95,9.5%
1987,Sánchez,48,4.8%
2671,Czubak,41,4.1%
1529,Fornalczyk,37,3.7%
1507,Zjawiński,34,3.4%
774,Bergier,33,3.3%
2708,Rajović,26,2.6%
765,Imaz,25,2.5%
1225,Grzesik,22,2.2%
1092,Samiec-Talar,20,2.0%
95,Świderski,15,1.5%
2878,Duarte,14,1.4%
2423,N&#039;Diaye,12,1.2%
2481,Hasić,9,0.9%
2498,Wålemark,8,0.8%
2880,Bozic,7,0.7%
1464,Szmyt,7,0.7%
2733,Palma,7,0.7%
1168,Makuch,7,0.7%
1521,Kapustka,6,0.6%
1909,Adamski,6,0.6%
2881,Rodado,4,0.4%
1299,Carlos,4,0.4%
1475,Ishak,4,0.4%
1673,Banaszak,4,0.4%
2892,Marjanac,3,0.3%
923,Augustyniak,3,0.3%
2225,Álvarez,3,0.3%
1880,Szkurin,3,0.3%
1725,Emreli,3,0.3%
2906,Feiertag,2,0.2%
2759,Markovic,2,0.2%
2805,Hindrich,2,0.2%
951,Jędrych,1,0.1%
992,Wiśniewski,1,0.1%
2772,Lozano,1,0.1%
1795,Abramowicz,1,0.1%
827,Grzybek,1,0.1%
1697,Kakabadze,1,0.1%
2430,Nsame,1,0.1%
2717,Rodríguez,1,0.1%
1632,Kozubal,1,0.1%
1126,Piątkowski,1,0.1%
1812,Lokilo,1,0.1%
2367,Mońka,1,0.1%
2934,Molnár,1,0.1%
138,Gumny,1,0.1%
392,Jagiełło,1,0.1%
2637,Kamiński,1,0.1%
