player_id,name,captain_count,captain_pct
2498,Wålemark,371,37.1%
2917,Sayyadmanesh,259,25.9%
765,Imaz,58,5.8%
1168,Makuch,41,4.1%
1327,Urbański,37,3.7%
2733,Palma,32,3.2%
2939,Prelec,29,2.9%
1725,Emreli,28,2.8%
2671,Czubak,15,1.5%
1987,Sánchez,14,1.4%
1319,Wszołek,14,1.4%
2943,González,13,1.3%
2767,Agnero,11,1.1%
480,Nowak,10,1.0%
2123,Gurgul,9,0.9%
2431,Vinagre,8,0.8%
2406,Chłań,7,0.7%
2389,Diaby-Fadiga,6,0.6%
1880,Szkurin,5,0.5%
1507,Zjawiński,5,0.5%
2481,Hasić,4,0.4%
303,Stępiński,3,0.3%
1464,Szmyt,3,0.3%
2367,Mońka,2,0.2%
2880,Bozic,2,0.2%
1092,Samiec-Talar,2,0.2%
1632,Kozubal,1,0.1%
2225,Álvarez,1,0.1%
138,Gumny,1,0.1%
2815,Montóia,1,0.1%
2104,Sáček,1,0.1%
2902,Piazón,1,0.1%
2423,N&#039;Diaye,1,0.1%
1299,Carlos,1,0.1%
1540,Wojtuszek,1,0.1%
2568,Sow,1,0.1%
1712,Pereira,1,0.1%
1521,Kapustka,1,0.1%
