player_id,name,captain_count,captain_pct
1725,Emreli,319,31.9%
303,Stępiński,292,29.2%
1168,Makuch,123,12.3%
1327,Urbański,113,11.3%
2406,Chłań,42,4.2%
2477,Reguła,38,3.8%
2629,Faßbender,17,1.7%
1299,Carlos,13,1.3%
166,Janicki,9,0.9%
860,Długosz,7,0.7%
480,Nowak,5,0.5%
2737,Bulat,3,0.3%
2917,Sayyadmanesh,3,0.3%
2498,Wålemark,2,0.2%
1192,Janža,2,0.2%
1490,Trelowski,1,0.1%
1880,Szkurin,1,0.1%
3001,Lingr,1,0.1%
2481,Hasić,1,0.1%
2110,Mena,1,0.1%
2881,Rodado,1,0.1%
2939,Prelec,1,0.1%
1770,Pieńko,1,0.1%
2943,González,1,0.1%
1455,Ławniczak,1,0.1%
2794,Sadílek,1,0.1%
95,Świderski,1,0.1%
