player_id,name,position,in_squad_count,in_starting_count,captain_count,squad_pct,starting_pct,captain_pct
2205,Pululu,4,857,842,148,85.7%,84.2%,14.8%
2476,Braut Brunes,4,803,798,448,80.3%,79.8%,44.8%
2406,Chłań,3,745,743,74,74.5%,74.3%,7.4%
480,Nowak,3,709,655,22,70.9%,65.5%,2.2%
2123,Gurgul,2,576,462,0,57.6%,46.2%,0.0%
765,Imaz,3,560,559,206,56.0%,55.9%,20.6%
951,Jędrych,2,550,360,0,55.0%,36.0%,0.0%
166,Janicki,2,494,480,24,49.4%,48.0%,2.4%
2759,Markovic,3,457,371,2,45.7%,37.1%,0.2%
2659,Łubik,1,439,421,1,43.9%,42.1%,0.1%
1540,Wojtuszek,,345,327,1,34.5%,32.7%,0.1%
1475,Ishak,4,326,321,13,32.6%,32.1%,1.3%
2560,Ciszek,,301,2,0,30.1%,0.2%,0.0%
1853,Racovițan,2,288,285,1,28.8%,28.5%,0.1%
1192,Janža,2,272,266,12,27.2%,26.6%,1.2%
2698,Bengtsson,3,258,240,1,25.8%,24.0%,0.1%
701,Kun,,253,153,0,25.3%,15.3%,0.0%
2423,N&#039;Diaye,3,227,141,0,22.7%,14.1%,0.0%
2727,Ława,,220,6,0,22.0%,0.6%,0.0%
130,Burić,1,206,96,0,20.6%,9.6%,0.0%
1299,Carlos,,191,164,0,19.1%,16.4%,0.0%
2598,Matysek,,190,0,0,19.0%,0.0%,0.0%
2671,Czubak,4,182,140,2,18.2%,14.0%,0.2%
2281,Kerk,3,165,152,0,16.5%,15.2%,0.0%
860,Długosz,,160,36,0,16.0%,3.6%,0.0%
2389,Diaby-Fadiga,3,159,157,16,15.9%,15.7%,1.6%
2603,Kubiak,,154,107,0,15.4%,10.7%,0.0%
2780,Ćirković,,149,53,0,14.9%,5.3%,0.0%
2367,Mońka,2,148,89,0,14.8%,8.9%,0.0%
1757,Mrozek,1,147,102,0,14.7%,10.2%,0.0%
2708,Rajović,4,147,97,0,14.7%,9.7%,0.0%
2805,Hindrich,,142,64,0,14.2%,6.4%,0.0%
1712,Pereira,2,140,109,0,14.0%,10.9%,0.0%
2477,Reguła,,130,45,1,13.0%,4.5%,0.1%
774,Bergier,4,125,106,0,12.5%,10.6%,0.0%
1341,Tudor,2,120,119,1,12.0%,11.9%,0.1%
1795,Abramowicz,1,116,103,0,11.6%,10.3%,0.0%
563,Wasielewski,2,107,67,0,10.7%,6.7%,0.0%
979,Repka,3,106,105,3,10.6%,10.5%,0.3%
346,Gutkovskis,4,106,92,0,10.6%,9.2%,0.0%
1928,Svarnas,2,104,104,1,10.4%,10.4%,0.1%
827,Grzybek,,98,24,0,9.8%,2.4%,0.0%
2679,Mukairu,3,97,49,0,9.7%,4.9%,0.0%
2287,Zych,1,91,78,1,9.1%,7.8%,0.1%
1880,Szkurin,,88,46,0,8.8%,4.6%,0.0%
1010,Félix Garcia,,82,52,0,8.2%,5.2%,0.0%
1280,Michalski,,79,23,0,7.9%,2.3%,0.0%
2411,Bobček,,76,62,0,7.6%,6.2%,0.0%
2498,Wålemark,3,74,70,0,7.4%,7.0%,0.0%
2801,Drągowski,1,63,37,0,6.3%,3.7%,0.0%
2561,Mikielewicz,,63,0,0,6.3%,0.0%,0.0%
2707,Pozo,3,62,61,0,6.2%,6.1%,0.0%
992,Wiśniewski,2,61,46,0,6.1%,4.6%,0.0%
2794,Sadílek,3,60,58,3,6.0%,5.8%,0.3%
1490,Trelowski,,59,52,0,5.9%,5.2%,0.0%
1168,Makuch,4,56,49,4,5.6%,4.9%,0.4%
2225,Álvarez,3,51,42,0,5.1%,4.2%,0.0%
2832,Grelich,,47,0,0,4.7%,0.0%,0.0%
1464,Szmyt,3,47,46,1,4.7%,4.6%,0.1%
2623,Topór,,47,0,0,4.7%,0.0%,0.0%
1909,Adamski,4,47,29,0,4.7%,2.9%,0.0%
2608,Vereshchak,,46,0,0,4.6%,0.0%,0.0%
1345,Kocyła,,43,19,0,4.3%,1.9%,0.0%
994,Klemenz,,41,21,0,4.1%,2.1%,0.0%
1459,Grobelny,,39,8,0,3.9%,0.8%,0.0%
2526,Liseth,4,39,37,1,3.9%,3.7%,0.1%
86,Romanczuk,3,37,35,0,3.7%,3.5%,0.0%
2387,Josema,2,36,34,0,3.6%,3.4%,0.0%
1623,Borowski,,36,2,0,3.6%,0.2%,0.0%
2366,Golonka,,35,0,0,3.5%,0.0%,0.0%
1126,Piątkowski,,34,21,0,3.4%,2.1%,0.0%
2643,Zając,,32,1,0,3.2%,0.1%,0.0%
395,Kubicki,3,32,30,4,3.2%,3.0%,0.4%
1097,Krzepisz,,31,0,0,3.1%,0.0%,0.0%
1719,Ameyaw,3,31,31,1,3.1%,3.1%,0.1%
2191,Pankov,,30,16,0,3.0%,1.6%,0.0%
303,Stępiński,,30,3,0,3.0%,0.3%,0.0%
1931,Kapuadi,,29,14,0,2.9%,1.4%,0.0%
2829,Urbański,,28,0,0,2.8%,0.0%,0.0%
2577,Ćorluka,,28,2,0,2.8%,0.2%,0.0%
2286,Cojocaru,,27,13,0,2.7%,1.3%,0.0%
2790,Kaczorowski,,27,0,0,2.7%,0.0%,0.0%
1770,Pieńko,3,25,25,3,2.5%,2.5%,0.3%
2756,Paulsen,,24,4,0,2.4%,0.4%,0.0%
2163,Pięczek,,24,2,0,2.4%,0.2%,0.0%
632,Nowak,,23,12,0,2.3%,1.2%,0.0%
2696,Głowiński,,21,0,0,2.1%,0.0%,0.0%
2468,Harciński,,20,0,0,2.0%,0.0%,0.0%
1319,Wszołek,,20,2,0,2.0%,0.2%,0.0%
2705,Pruszkowski,,20,0,0,2.0%,0.0%,0.0%
2104,Sáček,2,19,16,0,1.9%,1.6%,0.0%
2754,Klat,,18,0,0,1.8%,0.0%,0.0%
184,Wolski,3,17,11,0,1.7%,1.1%,0.0%
2234,Gholizadeh,,17,11,3,1.7%,1.1%,0.3%
2817,Kornvig,3,16,14,0,1.6%,1.4%,0.0%
2841,Ikia Dimi,3,16,15,0,1.6%,1.5%,0.0%
2741,Peškovič,,15,0,0,1.5%,0.0%,0.0%
2750,Jakubowski,,15,0,0,1.5%,0.0%,0.0%
1539,López,3,15,15,1,1.5%,1.5%,0.1%
2706,Kukulski,,15,0,0,1.5%,0.0%,0.0%
2110,Mena,3,15,9,0,1.5%,0.9%,0.0%
2779,Jurić,,15,5,0,1.5%,0.5%,0.0%
415,Marcjanik,,14,7,0,1.4%,0.7%,0.0%
2053,Madejski,1,14,5,0,1.4%,0.5%,0.0%
2789,Kokosiński,,13,0,0,1.3%,0.0%,0.0%
2530,Lewandowski,,13,0,0,1.3%,0.0%,0.0%
2850,Markiewicz,,13,0,0,1.3%,0.0%,0.0%
2114,Burek,,13,0,0,1.3%,0.0%,0.0%
791,Błanik,3,12,8,0,1.2%,0.8%,0.0%
2293,Turek,,12,0,0,1.2%,0.0%,0.0%
2827,Ligocki,,12,0,0,1.2%,0.0%,0.0%
2562,Mazurek,,12,3,0,1.2%,0.3%,0.0%
2211,Elitim,3,12,9,0,1.2%,0.9%,0.0%
2481,Hasić,3,12,6,0,1.2%,0.6%,0.0%
2835,Czapliński,,12,0,0,1.2%,0.0%,0.0%
2600,Szafrański,,11,0,0,1.1%,0.0%,0.0%
2524,Gryzio,,11,0,0,1.1%,0.0%,0.0%
1400,Dziekoński,,10,6,0,1.0%,0.6%,0.0%
2739,Cymerys,,10,0,0,1.0%,0.0%,0.0%
2688,Gallapeni,2,10,5,0,1.0%,0.5%,0.0%
1529,Fornalczyk,3,10,10,0,1.0%,1.0%,0.0%
2848,Zmrzlý,2,9,9,0,0.9%,0.9%,0.0%
2557,Tapsoba,,9,3,0,0.9%,0.3%,0.0%
1407,Seweryś,,9,0,0,0.9%,0.0%,0.0%
2661,Vital,2,9,9,0,0.9%,0.9%,0.0%
2733,Palma,3,9,9,0,0.9%,0.9%,0.0%
2764,Sinkiewicz,,9,0,0,0.9%,0.0%,0.0%
2280,Ulvestad,,9,0,0,0.9%,0.0%,0.0%
923,Augustyniak,3,8,3,0,0.8%,0.3%,0.0%
2386,Hellebrand,3,8,8,0,0.8%,0.8%,0.0%
2531,Tratnik,,8,0,0,0.8%,0.0%,0.0%
2736,Popielec,,8,0,0,0.8%,0.0%,0.0%
1675,Majchrowicz,,8,3,0,0.8%,0.3%,0.0%
2791,Janyszka,,8,0,0,0.8%,0.0%,0.0%
2588,Perković,2,8,5,0,0.8%,0.5%,0.0%
1363,Wdowik,2,8,6,0,0.8%,0.6%,0.0%
698,Czerwiński,2,8,4,0,0.8%,0.4%,0.0%
1435,Strączek,,8,5,0,0.8%,0.5%,0.0%
2514,Jesionowski,,8,0,0,0.8%,0.0%,0.0%
1580,Konik,,7,0,0,0.7%,0.0%,0.0%
2410,Żelizko,,7,2,0,0.7%,0.2%,0.0%
2240,Niedbała,,7,0,0,0.7%,0.0%,0.0%
2852,Brzozowski,,7,0,0,0.7%,0.0%,0.0%
1225,Grzesik,2,7,5,0,0.7%,0.5%,0.0%
1632,Kozubal,3,7,6,0,0.7%,0.6%,0.0%
2250,Rychta,,7,0,0,0.7%,0.0%,0.0%
2724,Massimo,3,6,6,0,0.6%,0.6%,0.0%
2424,Wolski,3,6,5,0,0.6%,0.5%,0.0%
2786,Bałabuch,,6,0,0,0.6%,0.0%,0.0%
1086,Zapolnik,,6,1,0,0.6%,0.1%,0.0%
2417,Luberecki,,6,1,0,0.6%,0.1%,0.0%
2737,Bulat,3,6,6,1,0.6%,0.6%,0.1%
2443,Kozlovský,,6,1,0,0.6%,0.1%,0.0%
2821,Szalai,,6,2,0,0.6%,0.2%,0.0%
1573,Milić,2,5,5,0,0.5%,0.5%,0.0%
2475,Grzejszczak,,5,0,0,0.5%,0.0%,0.0%
2826,Szabó,,5,3,0,0.5%,0.3%,0.0%
1590,Holec,,5,0,0,0.5%,0.0%,0.0%
2436,Amorim,3,5,5,0,0.5%,0.5%,0.0%
2818,Tabisz,,5,0,0,0.5%,0.0%,0.0%
2208,Remacle,3,5,3,0,0.5%,0.3%,0.0%
2752,Rubežić,,5,0,0,0.5%,0.0%,0.0%
2444,Krajewski,,5,1,0,0.5%,0.1%,0.0%
2675,Boisgard,,4,0,0,0.4%,0.0%,0.0%
2239,Orlikowski,,4,0,0,0.4%,0.0%,0.0%
2701,Plichta,,4,0,0,0.4%,0.0%,0.0%
2823,Leszczyński,,4,0,0,0.4%,0.0%,0.0%
2734,Pietryga,,4,0,0,0.4%,0.0%,0.0%
1625,Rusyn,,4,1,0,0.4%,0.1%,0.0%
2717,Rodríguez,3,4,4,0,0.4%,0.4%,0.0%
2824,Żabicki,,4,0,0,0.4%,0.0%,0.0%
2376,Trepka,,4,0,0,0.4%,0.0%,0.0%
2751,Stanowski,,4,0,0,0.4%,0.0%,0.0%
2372,Kudła,,4,1,0,0.4%,0.1%,0.0%
2430,Nsame,4,4,4,0,0.4%,0.4%,0.0%
2747,Vallejo,3,4,2,0,0.4%,0.2%,0.0%
2692,Szafranek,,4,0,0,0.4%,0.0%,0.0%
1001,Szymański,,3,0,0,0.3%,0.0%,0.0%
2810,Isaac,,3,0,0,0.3%,0.0%,0.0%
2728,Rivas,,3,0,0,0.3%,0.0%,0.0%
2815,Montóia,2,3,3,0,0.3%,0.3%,0.0%
2107,Lončar,,3,1,0,0.3%,0.1%,0.0%
2408,Kapić,,3,0,0,0.3%,0.0%,0.0%
2587,Kopczyński,,3,0,0,0.3%,0.0%,0.0%
2505,Keramítsis,2,3,1,0,0.3%,0.1%,0.0%
2415,Bartoš,2,3,2,0,0.3%,0.2%,0.0%
1747,Drapiński,,3,1,0,0.3%,0.1%,0.0%
2571,Henriksson,,3,1,0,0.3%,0.1%,0.0%
2830,Zalewski,,3,0,0,0.3%,0.0%,0.0%
2374,Szczuka,,3,0,0,0.3%,0.0%,0.0%
2071,Koútris,,3,0,0,0.3%,0.0%,0.0%
2616,Jakubczyk,3,2,2,0,0.2%,0.2%,0.0%
2781,Rogelj,,2,0,0,0.2%,0.0%,0.0%
2520,Pomietło,,2,0,0,0.2%,0.0%,0.0%
2834,Napieraj,,2,0,0,0.2%,0.0%,0.0%
2669,Vojtko,,2,0,0,0.2%,0.0%,0.0%
2844,Szymczak,,2,0,0,0.2%,0.0%,0.0%
2450,Brkić,,2,0,0,0.2%,0.0%,0.0%
1782,Maurides,,2,0,0,0.2%,0.0%,0.0%
2828,Marek,,2,0,0,0.2%,0.0%,0.0%
2057,Kolasa,,2,0,0,0.2%,0.0%,0.0%
2263,Kucharczyk,,2,0,0,0.2%,0.0%,0.0%
2595,Polak,,2,0,0,0.2%,0.0%,0.0%
633,Wdowiak,3,2,1,0,0.2%,0.1%,0.0%
2846,Čuić,,2,0,0,0.2%,0.0%,0.0%
830,Szota,2,2,2,0,0.2%,0.2%,0.0%
2016,Lewicki,,2,0,0,0.2%,0.0%,0.0%
2555,Stachowicz,,2,0,0,0.2%,0.0%,0.0%
2454,Resta,,2,0,0,0.2%,0.0%,0.0%
991,Neugebauer,,2,0,0,0.2%,0.0%,0.0%
2002,Borges,,2,0,0,0.2%,0.0%,0.0%
1561,Pankiewicz,,1,0,0,0.1%,0.0%,0.0%
2777,Pelmard,,1,0,0,0.1%,0.0%,0.0%
2469,Gmur,,1,0,0,0.1%,0.0%,0.0%
2431,Vinagre,,1,0,0,0.1%,0.0%,0.0%
1285,Luquinhas,,1,0,0,0.1%,0.0%,0.0%
1893,Pacheco,,1,0,0,0.1%,0.0%,0.0%
2435,Ouattara,,1,0,0,0.1%,0.0%,0.0%
1386,Mosór,,1,0,0,0.1%,0.0%,0.0%
2763,Traoré,,1,0,0,0.1%,0.0%,0.0%
2300,Koptas,1,1,1,0,0.1%,0.1%,0.0%
2609,Gojny,,1,0,0,0.1%,0.0%,0.0%
2552,Sotiríou,,1,0,0,0.1%,0.0%,0.0%
2067,Zator,2,1,1,0,0.1%,0.1%,0.0%
2176,Kowalczyk,,1,0,0,0.1%,0.0%,0.0%
2090,Dónis,,1,0,0,0.1%,0.0%,0.0%
57,Węglarz,1,1,1,0,0.1%,0.1%,0.0%
2589,Dadaşov,,1,0,0,0.1%,0.0%,0.0%
2052,Mamla,,1,0,0,0.1%,0.0%,0.0%
2719,Sanca,,1,0,0,0.1%,0.0%,0.0%
2462,Al-Ammari,,1,0,0,0.1%,0.0%,0.0%
1545,Rodin,,1,0,0,0.1%,0.0%,0.0%
2622,Chovan,,1,0,0,0.1%,0.0%,0.0%
2831,Maziarz,,1,0,0,0.1%,0.0%,0.0%
128,Sekulski,4,1,1,0,0.1%,0.1%,0.0%
2409,Kardaś,,1,0,0,0.1%,0.0%,0.0%
2554,Madej,,1,0,0,0.1%,0.0%,0.0%
2594,Daniel,,1,0,0,0.1%,0.0%,0.0%
1521,Kapustka,,1,0,0,0.1%,0.0%,0.0%
2819,Baždar,4,1,1,0,0.1%,0.1%,0.0%
1430,Hilbrycht,,1,0,0,0.1%,0.0%,0.0%
2648,Lejman,,1,0,0,0.1%,0.0%,0.0%
1411,Leszczyński,,1,0,0,0.1%,0.0%,0.0%
1918,Olkowski,2,1,1,0,0.1%,0.1%,0.0%
87,Szymański,3,1,1,0,0.1%,0.1%,0.0%
2059,Kolan,,1,0,0,0.1%,0.0%,0.0%
2150,Wójtowicz,3,1,1,0,0.1%,0.1%,0.0%
2787,Damasiewicz,,1,0,0,0.1%,0.0%,0.0%
681,Nalepa,,1,0,0,0.1%,0.0%,0.0%
2807,Acosta,,1,0,0,0.1%,0.0%,0.0%
1773,Weirauch,,1,0,0,0.1%,0.0%,0.0%
