player_id,name,captain_count,captain_pct
480,Nowak,396,39.6%
2411,Bobček,113,11.3%
2476,Braut Brunes,111,11.1%
765,Imaz,77,7.7%
2205,Pululu,59,5.9%
2234,Gholizadeh,57,5.7%
2780,Ćirković,37,3.7%
1475,Ishak,33,3.3%
2708,Rajović,19,1.9%
1319,Wszołek,17,1.7%
2671,Czubak,16,1.6%
2423,N&#039;Diaye,7,0.7%
701,Kun,6,0.6%
951,Jędrych,6,0.6%
774,Bergier,5,0.5%
2759,Markovic,4,0.4%
1192,Janža,4,0.4%
2225,Álvarez,4,0.4%
2733,Palma,3,0.3%
2406,Chłań,3,0.3%
1880,Szkurin,2,0.2%
2794,Sadílek,2,0.2%
2110,Mena,2,0.2%
1909,Adamski,2,0.2%
1757,Mrozek,1,0.1%
2698,Bengtsson,1,0.1%
632,Nowak,1,0.1%
2779,Jurić,1,0.1%
563,Wasielewski,1,0.1%
2526,Liseth,1,0.1%
1712,Pereira,1,0.1%
303,Stępiński,1,0.1%
2848,Zmrzlý,1,0.1%
1168,Makuch,1,0.1%
994,Klemenz,1,0.1%
1225,Grzesik,1,0.1%
2481,Hasić,1,0.1%
2191,Pankov,1,0.1%
2211,Elitim,1,0.1%
