player_id,name,captain_count,captain_pct
2476,Braut Brunes,410,41.0%
765,Imaz,185,18.5%
2205,Pululu,149,14.9%
2406,Chłań,80,8.0%
480,Nowak,38,3.8%
166,Janicki,29,2.9%
1475,Ishak,21,2.1%
1192,Janža,14,1.4%
2389,Diaby-Fadiga,13,1.3%
2671,Czubak,6,0.6%
1168,Makuch,5,0.5%
2234,Gholizadeh,5,0.5%
979,Repka,5,0.5%
395,Kubicki,4,0.4%
2794,Sadílek,4,0.4%
2759,Markovic,3,0.3%
1770,Pieńko,3,0.3%
2526,Liseth,2,0.2%
774,Bergier,2,0.2%
2698,Bengtsson,2,0.2%
1719,Ameyaw,2,0.2%
1341,Tudor,1,0.1%
1540,Wojtuszek,1,0.1%
2287,Zych,1,0.1%
2659,Łubik,1,0.1%
2603,Kubiak,1,0.1%
1539,López,1,0.1%
1928,Svarnas,1,0.1%
1909,Adamski,1,0.1%
2737,Bulat,1,0.1%
2679,Mukairu,1,0.1%
2707,Pozo,1,0.1%
1853,Racovițan,1,0.1%
2477,Reguła,1,0.1%
827,Grzybek,1,0.1%
2411,Bobček,1,0.1%
