player_id,name,captain_count,captain_pct
2234,Gholizadeh,180,18.0%
1475,Ishak,174,17.4%
480,Nowak,111,11.1%
2671,Czubak,70,7.0%
2225,Álvarez,64,6.4%
2411,Bobček,58,5.8%
774,Bergier,54,5.4%
2708,Rajović,53,5.3%
765,Imaz,45,4.5%
2205,Pululu,34,3.4%
2780,Ćirković,32,3.2%
2698,Bengtsson,16,1.6%
2423,N&#039;Diaye,15,1.5%
2817,Kornvig,11,1.1%
1010,Félix Garcia,8,0.8%
2481,Hasić,7,0.7%
2477,Reguła,6,0.6%
1909,Adamski,5,0.5%
2476,Braut Brunes,5,0.5%
1757,Mrozek,4,0.4%
1319,Wszołek,4,0.4%
2779,Jurić,3,0.3%
791,Błanik,3,0.3%
992,Wiśniewski,3,0.3%
827,Grzybek,2,0.2%
701,Kun,2,0.2%
951,Jędrych,2,0.2%
303,Stępiński,2,0.2%
2444,Krajewski,2,0.2%
1363,Wdowik,2,0.2%
184,Wolski,2,0.2%
1931,Kapuadi,1,0.1%
130,Burić,1,0.1%
1935,Shehu,1,0.1%
1529,Fornalczyk,1,0.1%
1794,Grosicki,1,0.1%
2281,Kerk,1,0.1%
1712,Pereira,1,0.1%
2110,Mena,1,0.1%
2498,Wålemark,1,0.1%
994,Klemenz,1,0.1%
2805,Hindrich,1,0.1%
632,Nowak,1,0.1%
1573,Milić,1,0.1%
2826,Szabó,1,0.1%
