player_id,name,captain_count,captain_pct
2205,Pululu,164,16.4%
2476,Braut Brunes,162,16.2%
765,Imaz,159,15.9%
480,Nowak,137,13.7%
2411,Bobček,129,12.9%
2110,Mena,81,8.1%
2234,Gholizadeh,26,2.6%
2389,Diaby-Fadiga,25,2.5%
1299,Carlos,18,1.8%
1794,Grosicki,15,1.5%
2671,Czubak,14,1.4%
1475,Ishak,13,1.3%
303,Stępiński,9,0.9%
2817,Kornvig,7,0.7%
860,Długosz,4,0.4%
1719,Ameyaw,3,0.3%
1529,Fornalczyk,3,0.3%
2423,N&#039;Diaye,2,0.2%
2768,Čolak,2,0.2%
2717,Rodríguez,2,0.2%
1010,Félix Garcia,2,0.2%
2775,Ronaldo,1,0.1%
1126,Piątkowski,1,0.1%
1853,Racovițan,1,0.1%
563,Wasielewski,1,0.1%
2406,Chłań,1,0.1%
1909,Adamski,1,0.1%
2747,Vallejo,1,0.1%
701,Kun,1,0.1%
1363,Wdowik,1,0.1%
1757,Mrozek,1,0.1%
1341,Tudor,1,0.1%
1928,Svarnas,1,0.1%
128,Sekulski,1,0.1%
2799,Bukari,1,0.1%
1168,Makuch,1,0.1%
2719,Sanca,1,0.1%
1782,Maurides,1,0.1%
1835,Biczachczjan,1,0.1%
2800,Cheng,1,0.1%
2123,Gurgul,1,0.1%
991,Neugebauer,1,0.1%
