player_id,name,captain_count,captain_pct
2234,Gholizadeh,174,17.4%
1475,Ishak,170,17.0%
480,Nowak,107,10.7%
2671,Czubak,69,6.9%
2225,Álvarez,69,6.9%
2411,Bobček,61,6.1%
774,Bergier,55,5.5%
2708,Rajović,49,4.9%
765,Imaz,45,4.5%
2780,Ćirković,35,3.5%
2205,Pululu,34,3.4%
2423,N&#039;Diaye,16,1.6%
2698,Bengtsson,16,1.6%
2817,Kornvig,11,1.1%
1010,Félix Garcia,7,0.7%
2481,Hasić,7,0.7%
2477,Reguła,6,0.6%
2476,Braut Brunes,5,0.5%
1757,Mrozek,4,0.4%
1319,Wszołek,4,0.4%
1909,Adamski,4,0.4%
2779,Jurić,3,0.3%
791,Błanik,3,0.3%
992,Wiśniewski,3,0.3%
827,Grzybek,2,0.2%
701,Kun,2,0.2%
951,Jędrych,2,0.2%
303,Stępiński,2,0.2%
2444,Krajewski,2,0.2%
184,Wolski,2,0.2%
1931,Kapuadi,1,0.1%
130,Burić,1,0.1%
1935,Shehu,1,0.1%
1529,Fornalczyk,1,0.1%
1794,Grosicki,1,0.1%
2281,Kerk,1,0.1%
1712,Pereira,1,0.1%
2110,Mena,1,0.1%
2498,Wålemark,1,0.1%
1363,Wdowik,1,0.1%
994,Klemenz,1,0.1%
1573,Milić,1,0.1%
2805,Hindrich,1,0.1%
