player_id,name,captain_count,captain_pct
2476,Braut Brunes,420,42.0%
765,Imaz,181,18.1%
2205,Pululu,148,14.8%
2406,Chłań,90,9.0%
166,Janicki,32,3.2%
480,Nowak,28,2.8%
1192,Janža,20,2.0%
1475,Ishak,14,1.4%
2389,Diaby-Fadiga,13,1.3%
1168,Makuch,5,0.5%
2794,Sadílek,5,0.5%
395,Kubicki,4,0.4%
2671,Czubak,4,0.4%
2234,Gholizadeh,4,0.4%
1770,Pieńko,3,0.3%
979,Repka,3,0.3%
2759,Markovic,2,0.2%
2526,Liseth,2,0.2%
2698,Bengtsson,2,0.2%
2659,Łubik,1,0.1%
1341,Tudor,1,0.1%
1540,Wojtuszek,1,0.1%
2287,Zych,1,0.1%
2603,Kubiak,1,0.1%
1909,Adamski,1,0.1%
2737,Bulat,1,0.1%
1539,López,1,0.1%
1928,Svarnas,1,0.1%
774,Bergier,1,0.1%
2387,Josema,1,0.1%
1719,Ameyaw,1,0.1%
1853,Racovițan,1,0.1%
1464,Szmyt,1,0.1%
