player_id,name,captain_count,captain_pct
2498,Wålemark,341,34.1%
480,Nowak,203,20.3%
2917,Sayyadmanesh,112,11.2%
2939,Prelec,60,6.0%
1880,Szkurin,33,3.3%
303,Stępiński,29,2.9%
2629,Faßbender,26,2.6%
2940,García,25,2.5%
2671,Czubak,22,2.2%
2214,Kouloúris,18,1.8%
1529,Fornalczyk,14,1.4%
2717,Rodríguez,11,1.1%
1464,Szmyt,11,1.1%
765,Imaz,10,1.0%
95,Świderski,8,0.8%
2679,Mukairu,8,0.8%
1327,Urbański,8,0.8%
2481,Hasić,7,0.7%
1987,Sánchez,6,0.6%
2477,Reguła,6,0.6%
2123,Gurgul,5,0.5%
1092,Samiec-Talar,5,0.5%
2431,Vinagre,5,0.5%
2733,Palma,4,0.4%
951,Jędrych,4,0.4%
860,Długosz,3,0.3%
2225,Álvarez,3,0.3%
1507,Zjawiński,3,0.3%
2759,Markovic,2,0.2%
166,Janicki,2,0.2%
2423,N&#039;Diaye,1,0.1%
1299,Carlos,1,0.1%
2406,Chłań,1,0.1%
1632,Kozubal,1,0.1%
1712,Pereira,1,0.1%
1725,Emreli,1,0.1%
