player_id,name,captain_count,captain_pct
2476,Braut Brunes,448,44.8%
765,Imaz,207,20.7%
2205,Pululu,149,14.9%
2406,Chłań,68,6.8%
480,Nowak,24,2.4%
166,Janicki,23,2.3%
2389,Diaby-Fadiga,17,1.7%
1475,Ishak,15,1.5%
1192,Janža,11,1.1%
395,Kubicki,4,0.4%
1168,Makuch,4,0.4%
1770,Pieńko,4,0.4%
2794,Sadílek,3,0.3%
979,Repka,3,0.3%
2234,Gholizadeh,3,0.3%
2759,Markovic,2,0.2%
2698,Bengtsson,2,0.2%
1341,Tudor,1,0.1%
1540,Wojtuszek,1,0.1%
2671,Czubak,1,0.1%
2287,Zych,1,0.1%
2737,Bulat,1,0.1%
1928,Svarnas,1,0.1%
1539,López,1,0.1%
2659,Łubik,1,0.1%
1464,Szmyt,1,0.1%
2526,Liseth,1,0.1%
1853,Racovițan,1,0.1%
1719,Ameyaw,1,0.1%
2603,Kubiak,1,0.1%
