player_id,name,captain_count,captain_pct
480,Nowak,332,33.2%
765,Imaz,163,16.3%
2205,Pululu,150,15.0%
2477,Reguła,60,6.0%
2476,Braut Brunes,49,4.9%
2411,Bobček,42,4.2%
2234,Gholizadeh,40,4.0%
2759,Markovic,21,2.1%
774,Bergier,17,1.7%
2671,Czubak,17,1.7%
1475,Ishak,13,1.3%
1010,Félix Garcia,7,0.7%
2733,Palma,7,0.7%
1280,Michalski,6,0.6%
130,Burić,6,0.6%
2225,Álvarez,6,0.6%
303,Stępiński,6,0.6%
2577,Ćorluka,5,0.5%
2780,Ćirković,5,0.5%
2826,Szabó,4,0.4%
951,Jędrych,4,0.4%
827,Grzybek,3,0.3%
791,Błanik,3,0.3%
1653,Radwański,3,0.3%
632,Nowak,2,0.2%
1540,Wojtuszek,1,0.1%
1529,Fornalczyk,1,0.1%
1909,Adamski,1,0.1%
587,Dziczek,1,0.1%
2280,Ulvestad,1,0.1%
992,Wiśniewski,1,0.1%
2423,N&#039;Diaye,1,0.1%
2708,Rajović,1,0.1%
1893,Pacheco,1,0.1%
2481,Hasić,1,0.1%
2110,Mena,1,0.1%
