player_id,name,captain_count,captain_pct
480,Nowak,379,37.9%
765,Imaz,126,12.6%
2671,Czubak,100,10.0%
2411,Bobček,99,9.9%
2205,Pululu,56,5.6%
2234,Gholizadeh,54,5.4%
2110,Mena,38,3.8%
2423,N&#039;Diaye,26,2.6%
1794,Grosicki,20,2.0%
303,Stępiński,17,1.7%
1475,Ishak,13,1.3%
2481,Hasić,11,1.1%
774,Bergier,8,0.8%
2483,Capita,7,0.7%
2775,Ronaldo,6,0.6%
860,Długosz,4,0.4%
2476,Braut Brunes,4,0.4%
1521,Kapustka,2,0.2%
1782,Maurides,2,0.2%
2717,Rodríguez,2,0.2%
2826,Szabó,2,0.2%
2629,Faßbender,1,0.1%
563,Wasielewski,1,0.1%
1625,Rusyn,1,0.1%
2280,Ulvestad,1,0.1%
2477,Reguła,1,0.1%
1086,Zapolnik,1,0.1%
2817,Kornvig,1,0.1%
2389,Diaby-Fadiga,1,0.1%
2462,Al-Ammari,1,0.1%
2825,Sans,1,0.1%
951,Jędrych,1,0.1%
2507,Diaz,1,0.1%
2577,Ćorluka,1,0.1%
1010,Félix Garcia,1,0.1%
2679,Mukairu,1,0.1%
2384,Galán,1,0.1%
2719,Sanca,1,0.1%
2424,Wolski,1,0.1%
1225,Grzesik,1,0.1%
